75.7369;77.86596;73.75029;128.358;0.08697481;0.295924;10228;jupiter
76.88816;79.13139;74.90742;129.2128;0.08545504;0.3005719;10488;jupiter
78.95895;81.27799;76.59736;124.3772;0.08224104;0.3081591;9234;jupiter
71.57043;73.55943;69.90334;132.1111;0.08618936;0.2800008;10273;jupiter
74.76292;76.74048;72.62037;127.5534;0.08505408;0.2916491;9849;jupiter
73.9751;76.19557;71.83499;125.9537;0.08638518;0.2888484;9357;jupiter
51.58376;54.47024;54.05479;155.2467;0.09157858;0.2090834;2537;jupiter
79.75851;81.77378;76.25485;119.929;0.08690533;0.3091532;9429;jupiter
79.13542;80.89755;76.45085;125.7194;0.08641513;0.307868;9644;jupiter
80.40744;82.14454;77.12482;122.0326;0.09002452;0.311725;9437;jupiter
78.13414;79.86074;75.4496;127.3885;0.08647297;0.3038252;9960;jupiter
75.69493;77.77853;72.73346;124.123;0.08924168;0.2941861;10096;jupiter
79.68334;81.68993;76.37508;120.9092;0.08614574;0.3091484;9414;jupiter
75.84422;77.62964;72.56327;121.0387;0.0896887;0.2938651;10155;jupiter
76.31118;77.89098;73.49792;125.9517;0.08672513;0.296341;9586;jupiter
77.46342;79.17094;74.34227;123.2367;0.08659915;0.3005515;9881;jupiter
72.25007;73.75771;69.63082;128.2407;0.08742157;0.2805195;10545;jupiter
77.4239;79.31671;74.05111;120.6517;0.08527525;0.3001109;9665;jupiter
72.03351;73.60137;69.12514;125.9447;0.08948764;0.2794634;10476;jupiter
74.44224;76.13242;71.72191;126.7497;0.08871916;0.2891263;10119;jupiter
81.12902;83.02985;78.04013;122.1263;0.08487659;0.3149791;9045;jupiter
73.78489;75.7491;71.67879;129.2256;0.08591535;0.2879658;10255;jupiter
74.46284;75.88631;71.40551;124.8432;0.08879236;0.2885065;10414;jupiter
76.96456;78.5345;73.51212;121.48;0.08726836;0.2978875;9566;jupiter
70.5573;71.90148;67.74253;126.6634;0.08895972;0.2735236;10506;jupiter
76.17802;77.80006;72.77248;119.8873;0.08575496;0.2948902;9533;jupiter
71.39417;73.0548;68.91838;126.8611;0.08858155;0.2775503;10328;jupiter
71.15287;72.73077;68.39498;123.8791;0.08959097;0.2761134;9884;jupiter
77.76328;79.25585;74.41935;122.1153;0.08176391;0.3011261;9095;jupiter
76.01258;77.89025;73.06366;124.199;0.08896238;0.2951334;9221;jupiter
73.84753;75.46269;70.78402;123.9716;0.08795873;0.286303;10186;jupiter
75.3503;77.05992;72.42256;124.9078;0.08360868;0.2926086;9646;jupiter
71.1151;72.74015;68.1027;122.0136;0.08925614;0.2757537;10156;jupiter
75.69836;77.54436;72.15295;117.225;0.0885359;0.2931005;9591;jupiter
74.29798;75.70213;70.97467;122.7794;0.08736243;0.2873623;9514;jupiter
72.26884;73.73547;69.4541;124.5517;0.0883119;0.2802113;10207;jupiter
75.45264;77.18488;72.55661;122.7885;0.08623488;0.2930152;8541;jupiter
69.93279;72.6961;69.34732;136.1211;0.08408795;0.2760649;4791;jupiter
39.91645;42;42.53791;164.202;0.09244113;0.1629957;1939;jupiter
70.78675;71.34834;65.53963;114.6818;0.09554939;0.2695799;10748;jupiter
70.91097;71.29381;65.19061;112.4264;0.09353528;0.2691166;10592;jupiter
72.20299;72.85258;66.82188;114.1796;0.09390251;0.2750987;11301;jupiter
72.67109;73.22799;67.14908;113.2779;0.09479228;0.2765869;10632;jupiter
71.7482;72.48516;66.55605;112.6946;0.09574125;0.2735743;10679;jupiter
69.97298;70.57691;65.44416;117.6399;0.09388338;0.2676726;10915;jupiter
71.81727;72.28815;66.18922;108.1795;0.08978666;0.2729719;10321;jupiter
70.32425;70.89267;64.9779;112.705;0.09392789;0.2675732;10677;jupiter
69.5882;70.20978;64.5533;114.9333;0.09441871;0.2653299;10573;jupiter
70.50314;70.564;64.68056;107.0553;0.09067124;0.2671854;10055;jupiter
72.83394;73.27414;67.45615;112.6695;0.09226618;0.2773136;10159;jupiter
68.41149;68.8147;63.73354;118.2726;0.09282725;0.2609448;11101;jupiter
69.61333;70.10546;64.34116;111.1243;0.09453353;0.2648742;10743;jupiter
70.74778;71.03648;65.70676;115.7833;0.09182294;0.2694637;10360;jupiter
68.8911;69.45325;64.2282;115.4732;0.08975959;0.2632482;10780;jupiter
68.36549;68.85709;63.52295;115.832;0.0922299;0.2606446;10783;jupiter
69.93542;70.42192;65.26492;116.2264;0.09180085;0.2670629;10777;jupiter
69.45046;69.7648;64.32212;114.83;0.09105898;0.2643985;10285;jupiter
69.03214;69.50531;64.20538;113.9902;0.09675168;0.2633019;10639;jupiter
70.3306;70.98119;65.59657;114.5463;0.09368773;0.2687828;10366;jupiter
68.23683;68.53751;63.29568;114.5367;0.09202555;0.259815;10995;jupiter
65.73354;66.14825;61.66234;120.3965;0.0921232;0.2516724;10786;jupiter
67.54224;67.81967;62.5306;115.7485;0.09490575;0.2569482;10392;jupiter
67.80002;67.99435;62.89909;114.6419;0.09339568;0.2580905;10266;jupiter
68.31274;68.84877;63.92202;118.0475;0.09274504;0.2612313;10798;jupiter
65.73247;66.01758;61.25223;118.3113;0.09211735;0.2508049;10978;jupiter
63.81784;64.16578;59.34113;116.3774;0.09205814;0.2433767;10864;jupiter
68.28204;68.33806;63.40263;115.1377;0.09406711;0.2599196;10516;jupiter
65.63981;65.9222;60.87003;112.8901;0.09206349;0.2499749;10425;jupiter
64.84261;65.06612;60.20685;116.9313;0.09528349;0.2469528;10858;jupiter
68.4016;68.58101;63.41711;113.327;0.0950882;0.2603456;10122;jupiter
67.07092;67.58819;63.00399;120.3696;0.09228084;0.257013;10279;jupiter
66.59133;66.86136;61.72587;116.4876;0.09280653;0.2535098;10473;jupiter
66.71408;67.16316;62.82656;123.4545;0.08934539;0.2558031;8366;jupiter
59.53368;60.69939;57.05709;130.364;0.08659617;0.2305647;5745;jupiter
35.56792;36.90377;37.27044;161.9709;0.100931;0.1434551;1590;jupiter
127.4938;112.2189;66.86343;50.57988;0.4091382;0.3826145;6993;jupiter
129.8655;114.1176;68.60491;50.92353;0.4001948;0.3907881;6758;jupiter
132.4158;115.7412;69.32984;48.2229;0.4106022;0.3970438;6491;jupiter
129.922;114.4058;68.63284;49.07946;0.4096083;0.3909945;6760;jupiter
128.6634;113.3213;67.76595;49.66519;0.4130355;0.3868348;7024;jupiter
128.5802;113.0459;67.43467;49.72251;0.4082891;0.385815;6704;jupiter
128.455;112.6862;67.40387;48.57244;0.4076143;0.3855363;6361;jupiter
125.8318;110.9217;66.92866;49.98106;0.3900959;0.3796221;6616;jupiter
129.4919;114.3155;68.23085;49.74352;0.4006264;0.3893208;6749;jupiter
127.8532;112.1942;67.12814;49.09326;0.4043863;0.3839572;7086;jupiter
129.9366;113.92;67.92952;49.5658;0.4148306;0.3897334;6754;jupiter
138.2033;121.3234;72.32753;49.83967;0.4275775;0.4143937;6375;jupiter
138.8429;122.2962;72.7345;50.10548;0.4298045;0.4163765;6358;jupiter
128.0726;112.5875;67.45107;48.94699;0.4068904;0.3849463;6735;jupiter
123.1317;108.4785;64.8167;50.46111;0.3934169;0.370119;6923;jupiter
124.0078;109.0536;65.45286;49.90091;0.396222;0.3730795;6936;jupiter
130.033;114.1469;68.51096;49.65008;0.4109812;0.3908021;6754;jupiter
128.2677;112.6667;67.24387;49.2726;0.4190312;0.3847637;7180;jupiter
133.994;117.5051;70.04848;48.143;0.4238831;0.4016143;6622;jupiter
126.5727;111.4926;66.5621;49.08627;0.3888477;0.3803007;6433;jupiter
128.2752;112.859;67.45695;50.18747;0.3971161;0.3855962;6178;jupiter
127.5145;112.5969;67.58543;50.17923;0.3950176;0.3843272;6298;jupiter
123.6988;108.7735;65.15105;49.60854;0.4011019;0.3721345;6812;jupiter
121.2346;106.8565;64.32238;49.35433;0.3801104;0.3654363;6573;jupiter
122.1958;107.2493;64.03512;49.10677;0.3926414;0.3667055;6435;jupiter
124.761;109.5548;65.87159;49.64604;0.3956183;0.3753707;6300;jupiter
129.4097;113.7274;67.97367;50.0349;0.3973708;0.3886338;6266;jupiter
130.9698;114.7476;68.54582;48.46424;0.4109098;0.3927143;6154;jupiter
129.7624;113.8979;68.05846;48.50088;0.4066563;0.3894096;6124;jupiter
118.791;104.1304;61.86769;49.58678;0.3857587;0.355856;6258;jupiter
117.5431;103.3678;61.99448;50.07294;0.3671593;0.3536141;6518;jupiter
118.0552;103.3331;62.27726;49.09382;0.3672773;0.3550751;6575;jupiter
118.1499;103.7052;61.87589;49.31465;0.3700522;0.3543538;6712;jupiter
129.6108;114.1616;68.10882;48.80523;0.399563;0.3891817;6405;jupiter
136.297;120.1389;71.58456;49.82958;0.4124552;0.4091811;6415;jupiter
132.5965;116.2032;69.72917;48.36332;0.4127648;0.3981996;6421;jupiter
128.7443;112.7685;67.44642;49.36965;0.4039695;0.3862777;6187;jupiter
130.3711;114.3076;68.13906;49.01844;0.4008283;0.3908122;5904;jupiter
125.7964;110.688;66.23212;50.62366;0.398017;0.3782481;6445;jupiter
130.8832;115.3966;69.00064;50.06518;0.4011328;0.3936487;6268;jupiter
123.0577;108.7844;65.2089;51.2535;0.3866009;0.3709537;6879;jupiter
127.178;111.8277;66.80276;50.50323;0.4001784;0.3819279;6870;jupiter
128.8761;113.3495;67.75414;49.96214;0.4110226;0.3872637;6955;jupiter
128.0031;112.6488;67.14529;49.2686;0.4134107;0.3841636;6800;jupiter
129.2562;113.4304;67.59943;48.88404;0.4051554;0.387437;6366;jupiter
131.4444;115.5869;68.72404;48.22454;0.417837;0.3940128;6298;jupiter
129.6439;113.9709;67.4892;48.60733;0.4055036;0.3880052;6386;jupiter
124.7534;109.8447;65.36323;49.1549;0.4094036;0.3744149;6869;jupiter
129.5298;114.0946;67.96613;50.73518;0.4119617;0.3890194;6790;jupiter
131.4601;115.8789;68.78621;50.70764;0.4151374;0.3943779;6670;jupiter
128.9203;113.4635;67.65739;50.52239;0.4115896;0.3868957;6865;jupiter
133.3745;117.2535;69.86883;48.98417;0.428574;0.4000387;6297;jupiter
136.9694;120.1335;71.32314;47.70692;0.4179898;0.4099454;5917;jupiter
134.2469;117.6911;70.1256;47.95451;0.4133722;0.4021199;6210;jupiter
132.8733;116.6805;69.65588;49.79087;0.4177943;0.3986116;6370;jupiter
135.5029;119.0488;70.91376;49.35035;0.4128044;0.4062023;6285;jupiter
126.3995;110.9663;65.9529;49.89715;0.4040924;0.3787655;6561;jupiter
136.9507;120.4828;72.04882;48.83305;0.4103033;0.4113563;5858;jupiter
132.2557;115.8732;68.9659;48.28307;0.4162411;0.3959457;6452;jupiter
138.6042;122.1883;72.82345;49.64358;0.4325999;0.4164004;6389;jupiter
131.0019;115.1027;68.76016;48.90467;0.4188881;0.3932354;6788;jupiter
127.6012;111.7357;66.64448;48.99485;0.4165287;0.3823336;6731;jupiter
128.1752;112.525;67.07395;48.99601;0.4076245;0.3843988;6680;jupiter
127.4373;111.62;66.71984;49.90922;0.4076943;0.3825563;6664;jupiter
126.5142;111.0927;66.11722;50.07483;0.4036609;0.3791737;6731;jupiter
130.203;114.3351;67.95003;48.61383;0.4099781;0.390041;6464;jupiter
131.2107;115.5209;68.91635;49.93588;0.4084607;0.3941199;6360;jupiter
133.2723;117.6241;70.29021;49.97456;0.405371;0.400904;6299;jupiter
126.5484;111.2247;66.35281;49.30045;0.4002912;0.3798653;6692;jupiter
124.2568;108.9791;64.99535;50.68653;0.4010642;0.3726695;6662;jupiter
123.1075;108.5583;64.72078;50.92372;0.4013734;0.3703014;6579;jupiter
123.496;108.7167;64.73558;50.6951;0.4004283;0.370719;6607;jupiter
126.6249;111.2486;66.56286;50.2229;0.4012396;0.3803975;6785;jupiter
132.6039;116.1039;69.35412;48.55561;0.4105922;0.397368;6286;jupiter
131.0409;115.5011;68.80717;49.70439;0.4111519;0.3935912;6410;jupiter
127.234;111.2659;66.71865;48.48317;0.4047837;0.381673;6611;jupiter
123.9862;108.8711;64.8732;49.6999;0.3960189;0.3719766;6656;jupiter
124.1851;109.2923;65.41366;50.59935;0.4001018;0.3734281;6590;jupiter
122.1893;107.6198;64.53646;50.92077;0.3916514;0.3679094;6459;jupiter
124.303;109.2394;65.37061;49.68756;0.3976481;0.3735886;6492;jupiter
123.2824;107.8585;64.71486;49.53522;0.3977589;0.3702386;6495;jupiter
128.5596;113.1923;67.6457;49.69236;0.4016646;0.3863379;6215;jupiter
130.3699;114.6355;68.37875;48.70702;0.4079591;0.3913504;6297;jupiter
128.7096;113.2737;67.93729;49.89578;0.4045019;0.387326;6347;jupiter
126.0164;110.799;66.012;50.79471;0.4056295;0.3781171;6583;jupiter
131.5267;115.5923;69.05357;49.46169;0.4067392;0.394841;6178;jupiter
127.824;112.0536;66.50685;48.99754;0.4122117;0.3827058;6568;jupiter
129.1654;113.0754;67.45909;48.38699;0.4086868;0.3871684;6258;jupiter
137.5465;120.3853;71.59287;47.11574;0.4290684;0.4115308;5782;jupiter
139.3151;121.9324;72.25664;47.69985;0.4335628;0.4162058;5798;jupiter
133.7123;116.8494;69.8064;47.69369;0.4199073;0.4004441;6281;jupiter
129.7529;114.2641;68.18349;49.43316;0.4168615;0.3898996;6273;jupiter
127.3017;112.1927;66.90351;49.57901;0.4079326;0.3824385;6550;jupiter
128.854;113.39;67.5126;50.09188;0.4091278;0.3867551;6471;jupiter
127.3023;111.7334;66.85729;48.50726;0.406801;0.3821887;6531;jupiter
127.9729;112.3046;67.10609;49.80695;0.4147518;0.384254;6457;jupiter
127.1484;111.7347;66.79361;50.25617;0.4126917;0.3819155;6570;jupiter
125.1565;109.6777;65.74773;49.5456;0.400541;0.3758883;6842;jupiter
124.346;109.1559;65.11747;49.46214;0.4020248;0.3732005;6708;jupiter
130.5127;114.5663;68.43038;49.3;0.4040623;0.3917779;6306;jupiter
133.5316;116.8801;69.52541;47.9046;0.4090016;0.3994811;5864;jupiter
126.894;111.3628;66.47763;49.79165;0.39731;0.3807395;6304;jupiter
131.4865;115.6224;69.17311;49.53652;0.4036417;0.395064;6308;jupiter
129.2625;113.7033;68.05466;50.7427;0.4034324;0.388443;6239;jupiter
123.4613;108.2958;64.84208;49.57928;0.3955719;0.3707402;6402;jupiter
122.176;107.2764;63.94081;49.04211;0.3937306;0.3667913;6538;jupiter
120.3764;105.6425;63.15166;49.53378;0.3928274;0.3612826;6719;jupiter
123.8421;109.2199;65.31937;50.22891;0.4001871;0.3725544;6948;jupiter
127.4058;112.1617;67.22633;51.01775;0.4047324;0.3832002;6853;jupiter
126.8349;111.2564;66.29641;49.86293;0.4081666;0.3802561;6879;jupiter
125.2645;110.3169;65.76639;50.29091;0.4023224;0.3764118;6772;jupiter
122.9348;108.2027;64.82821;50.10789;0.3913605;0.3698944;6630;jupiter
130.3264;113.8718;67.86279;47.59553;0.4106921;0.3898945;6122;jupiter
125.7173;110.3726;66.17001;49.46674;0.4050103;0.377877;6717;jupiter
134.748;118.7217;71.12492;49.62156;0.4182326;0.4052727;6372;jupiter
131.3044;115.206;68.21051;48.85082;0.4218742;0.3929473;6489;jupiter
131.6275;115.4974;68.78292;49.38942;0.4203093;0.3944924;6265;jupiter
126.0751;110.8039;66.31437;50.59621;0.408393;0.3789337;6680;jupiter
135.5634;118.7351;70.59066;49.4731;0.4273208;0.4056458;6315;jupiter
140.3703;123.1049;73.3101;48.2281;0.4285468;0.420598;5927;jupiter
135.5567;119.549;71.61669;49.65223;0.4158384;0.4078441;6230;jupiter
130.2835;114.6708;68.40295;50.1868;0.4196562;0.3912597;6904;jupiter
130.2731;114.3827;68.43232;49.59696;0.4127314;0.3910716;6752;jupiter
130.2553;114.5637;68.27261;49.78733;0.4130176;0.3908536;6548;jupiter
124.9621;109.6567;65.57619;49.21774;0.4002742;0.3750618;6680;jupiter
127.365;111.7912;66.41393;49.09739;0.410506;0.3815118;6646;jupiter
124.6804;109.141;65.30355;49.31617;0.4040142;0.37399;7185;jupiter
134.9349;118.4572;70.8638;49.62468;0.4211943;0.4051034;6373;jupiter
130.3833;115.4037;69.04376;52.17262;0.4024247;0.3928883;6512;jupiter
130.1083;114.0086;67.85501;49.68094;0.4123242;0.3896291;6766;jupiter
127.8176;112.2405;67.36269;49.86834;0.4105081;0.3842148;6744;jupiter
127.6244;111.6512;66.38377;49.1203;0.412825;0.3819988;6861;jupiter
133.7847;117.5718;70.10538;48.66391;0.4220976;0.4014683;6149;jupiter
127.6028;112.0976;66.89422;49.51112;0.4143724;0.3833637;6627;jupiter
128.2316;112.2736;66.91287;49.82253;0.4129332;0.3842834;6783;jupiter
129.5641;113.5583;67.81257;49.14538;0.4189614;0.388536;6717;jupiter
128.9229;113.4426;67.39997;50.15571;0.4149489;0.3867421;6638;jupiter
125.8601;110.2976;65.86073;49.51026;0.4096983;0.3776501;6663;jupiter
137.397;120.5738;71.63789;48.63174;0.417083;0.4114988;5838;jupiter
125.8224;110.413;66.00047;49.81091;0.4040889;0.377658;6307;jupiter
127.9208;112.532;67.42415;50.22287;0.4113464;0.3847864;6592;jupiter
131.3386;115.1747;68.81255;50.55834;0.418609;0.3939627;6727;jupiter
131.6659;115.5004;69.08884;49.66182;0.4176916;0.3951882;6585;jupiter
136.0203;119.5432;71.33478;49.11229;0.4252785;0.4083378;6243;jupiter
136.2118;119.6255;71.16222;48.88037;0.4212658;0.4081344;6146;jupiter
140.8475;123.9906;73.48885;49.26123;0.4307177;0.421715;5828;jupiter
134.1192;117.7071;70.37206;49.6837;0.4162063;0.4026479;6319;jupiter
